epoch	avg_loss	train_accuracy	dev_accuracy
17	0.162036997191	0.985507246377	2.73495019489
18	0.162365053726	0.971014492754	2.74144651364
19	0.162609673245	1.04347826087	2.79471632741
20	0.162861214491	1.01449275362	2.79038544825
21	0.16317632245	0.985507246377	2.79904720658
22	0.163572801292	1.0	2.77176266782
23	0.163971110518	1.02898550725	2.72412299697
24	0.164306776828	1.01449275362	2.79774794283
25	0.164601496827	0.971014492754	2.74621048073
26	0.165036862134	0.95652173913	2.66912083153
27	0.165532123418	1.0	2.74317886531
28	0.166035325883	0.985507246377	2.76786487657
29	0.166392963118	1.0	2.73971416197
30	0.166655831701	1.01449275362	2.8328280641
31	0.166916591751	1.02898550725	2.76916414032
32	0.167258659663	1.0	2.78345604158
33	0.167617599644	1.04347826087	2.76959722824
34	0.167860448965	1.01449275362	2.79601559117
35	0.168171230368	1.01449275362	2.77392810741
36	0.168611692552	1.04347826087	2.72845387614
37	0.169034107004	1.05797101449	2.67908185362
38	0.169411045939	1.0	2.78432221741
39	0.16967602164	0.985507246377	2.80944131659
40	0.169971439232	1.04347826087	2.80814205284
41	0.170276352533	1.08695652174	2.80684278909
42	0.170681172047	1.0	2.79514941533
43	0.171216717456	1.10144927536	2.76786487657
44	0.171612265414	1.05797101449	2.80511043742
45	0.171847173736	1.07246376812	2.78388912949
46	0.172181353315	0.985507246377	2.78822000866
47	0.172585975776	1.07246376812	2.79081853616
48	0.17310378905	0.927536231884	2.75747076657
49	0.173526571641	1.02898550725	2.77046340407
50	0.173997039364	1.08695652174	2.78995236033
51	0.174365871925	1.10144927536	2.79038544825
52	0.174777881745	1.07246376812	2.78518839324
53	0.175122631928	1.08695652174	2.78692074491
54	0.175528954715	1.10144927536	2.72802078822
55	0.175866483058	1.11594202899	2.80251190992
56	0.176288688815	0.985507246377	2.77955825032
57	0.176703573732	0.971014492754	2.71849285405
